#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
k105_98913	1	14346	843	14215	99.0869	5.54559	35.1	57.2
k105_75599	1	2808	186	2776	98.8604	6.20548	35.2	56.7
k105_324560	1	24617	1452	24358	98.9479	5.62274	35.2	57.2
k105_347049	1	3680	202	3538	96.1413	5.2288	35.3	56.5
k105_144402	1	2648	149	2590	97.8097	5.29758	35.2	57.2
k105_212247	1	5626	289	5585	99.2712	4.90864	35.1	54.6
k105_324767	1	2855	118	2631	92.1541	4.02242	35	59.8
k105_9077	1	3277	187	3263	99.5728	5.40861	35.2	55.1
k105_144804	1	19550	998	19354	98.9974	4.91627	35.1	58.1
k105_99635	1	7183	290	6841	95.2388	3.87651	35.3	58.1
k105_257501	1	10514	487	10129	96.3382	4.36418	35.6	57
k105_235272	1	6551	426	6401	97.7103	5.90612	35.2	54.9
k105_302531	1	3600	160	3530	98.0556	4.19222	35	57.3
k105_302603	1	6401	268	6168	96.3599	4.09733	35.3	58.3
k105_190475	1	35968	2086	35469	98.6127	5.46519	35.2	57.1
k105_76701	1	18289	1049	18027	98.5674	5.47695	35.2	55.9
k105_280727	1	2851	115	2708	94.9842	3.80779	34.7	56.1
k105_213344	1	4312	244	4299	99.6985	5.41605	35.1	57.7
k105_325987	1	3992	195	3891	97.4699	4.6002	35.6	56.3
k105_303155	1	5248	279	5204	99.1616	5.00857	35.3	57.2
k105_145944	1	3061	108	2962	96.7658	3.42306	35.7	57.1
k105_167965	1	10612	1243	10411	98.1059	8.91481	35.3	55.1
k105_146051	1	7000	381	6900	98.5714	5.19	35.2	56.6
k105_77271	1	12043	855	11782	97.8328	6.42763	35.4	52.5
k105_122547	1	3086	113	2923	94.7181	3.58879	35.4	58.6
k105_303483	1	20218	1225	19960	98.7239	5.66757	35.2	56.8
k105_191340	1	27354	1464	26914	98.3915	5.04705	35.3	56.7
k105_122691	1	8036	701	7972	99.2036	7.93554	35.1	56.9
k105_281626	1	10392	464	10091	97.1035	4.34844	35.2	58.4
k105_191522	1	6893	489	6877	99.7679	6.58131	35.1	52.9
k105_191727	1	10297	578	10158	98.6501	5.11945	35.1	53.1
k105_56326	1	12641	755	12448	98.4732	5.65485	35.3	55.4
k105_214484	1	3813	218	3664	96.0923	5.24967	35.4	56.1
k105_168660	1	29891	1850	29512	98.7321	5.899	35.1	56.1
k105_168777	1	3001	128	2889	96.2679	4.07964	35.3	53.3
k105_146996	1	13418	688	13224	98.5542	4.8657	35.1	56.9
k105_282484	1	3633	202	3594	98.9265	5.10652	35.1	55.8
k105_192240	1	6451	376	6141	95.1945	5.45543	35.3	55.1
k105_147204	1	3598	190	3553	98.7493	5.04864	35.5	57.2
k105_34220	1	10092	733	10021	99.2965	6.8261	34.9	56.5
k105_123753	1	3285	151	3097	94.277	4.32633	35.1	55.6
k105_147397	1	20220	1058	19671	97.2849	4.91261	35.2	55.9
k105_169416	1	2833	118	2827	99.7882	4.02894	35	58.7
k105_78658	1	9504	548	9420	99.1162	5.50021	35.1	55
k105_12063	1	18706	1054	18456	98.6635	5.46792	35.4	58.2
k105_192823	1	14600	784	14265	97.7055	5.11459	35.2	57.4
k105_102348	1	5513	321	5291	95.9732	5.40559	35.6	54.8
k105_350850	1	11529	570	11391	98.803	4.66936	35	57.8
k105_238010	1	8431	7239	7845	93.0495	60.7176	36.3	51.6
k105_193030	1	5149	310	5139	99.8058	5.70519	35.2	57
k105_124727	1	3768	165	3521	93.4448	4.31237	35.6	59.5
k105_124892	1	15579	740	15199	97.5608	4.47532	35.2	58
k105_283767	1	7179	325	6853	95.459	4.25602	35.4	54.4
k105_148345	1	11618	560	11378	97.9342	4.65149	35.2	56.2
k105_35569	1	4277	185	4118	96.2824	4.09142	34.8	57.8
k105_170323	1	19197	977	18465	96.1869	4.77533	35.2	55.4
k105_58324	1	16740	1219	16403	97.9869	6.60938	35.3	55.3
k105_13044	1	12666	756	12526	98.8947	5.59695	35.2	55.8
k105_80020	1	3001	106	2793	93.069	3.16528	35.3	55.5
k105_170653	1	22577	1228	22317	98.8484	5.12482	35.2	56.6
k105_239031	1	19733	962	19459	98.6115	4.66802	35.1	56.7
k105_103507	1	3331	154	3237	97.178	4.49204	35.1	58.9
k105_36274	1	12100	713	12058	99.6529	5.49455	35.3	56.7
k105_80655	1	3087	142	2974	96.3395	4.41367	35.5	58.3
k105_13769	1	18374	945	18112	98.5741	4.9305	35.1	58.4
k105_126094	1	3216	153	3216	100	4.4944	34.8	59.5
k105_239567	1	5272	237	5245	99.4879	4.44404	34.8	60
k105_239722	1	5268	204	4747	90.1101	3.73121	35.3	57.6
k105_36706	1	13354	755	13026	97.5438	5.40243	35.2	56.2
k105_14203	1	14591	1324	14357	98.3963	6.71441	35.6	53.9
k105_126602	1	3738	165	3738	100	4.29936	35.5	59.3
k105_104443	1	3717	231	3616	97.2828	5.62362	35	53.6
k105_104474	1	7960	450	7795	97.9271	5.39698	35.3	55.8
k105_285461	1	8535	489	8390	98.3011	5.35548	35.1	55.7
k105_217789	1	3644	156	3457	94.8683	4.19018	35.8	58.8
k105_104627	1	2533	613	2533	100	22.8891	35.5	58.2
k105_307615	1	6889	386	6652	96.5597	5.05748	35.4	53.9
k105_37299	1	8128	439	7987	98.2653	5.10089	35.2	57.2
k105_195280	1	3282	215	3233	98.507	6.06551	35.2	54.4
k105_195369	1	7626	449	7220	94.6761	5.53895	35.5	55.6
k105_81692	1	6853	298	6747	98.4532	4.23158	35	60
k105_37504	1	6344	314	6295	99.2276	4.71438	35	55.9
k105_240630	1	6114	347	6113	99.9836	5.43261	34.9	57.4
k105_353910	1	3702	214	3702	100	5.44219	35	56.4
k105_172443	1	4427	224	4290	96.9054	4.69347	35.3	56.1
k105_172513	1	5460	333	5351	98.0037	5.08828	34.9	44.6
k105_105368	1	3054	160	2975	97.4132	4.9702	35.2	56.9
k105_286386	1	3500	250	3399	97.1143	6.34714	35.2	51.4
k105_127679	1	3182	113	3010	94.5946	3.41138	34.8	57.8
k105_241179	1	9375	449	9185	97.9733	4.59403	35.1	56.4
k105_82455	1	4178	198	3995	95.6199	4.55074	35.3	58.8
k105_219009	1	3729	262	3716	99.6514	6.55189	35	58.3
k105_151218	1	7268	394	7079	97.3996	5.11571	35.2	55.6
k105_308920	1	39071	2242	38407	98.3005	5.50278	35.1	57.4
k105_196615	1	4361	261	4235	97.1108	5.57762	35.6	54.9
k105_264099	1	14300	735	13977	97.7413	4.93252	35.1	57
k105_61161	1	11680	592	11481	98.2962	4.91781	35.2	57
k105_128356	1	13313	737	12995	97.6114	5.35657	35.3	58.2
k105_38862	1	5297	251	5051	95.3559	4.42685	35.2	56.1
k105_61273	1	18963	1011	18738	98.8135	5.03897	35	55.8
k105_61291	1	4156	262	4138	99.5669	6.02863	35.1	55
k105_196804	1	61674	4029	60791	98.5683	6.10077	35.3	55
k105_196811	1	4156	239	3982	95.8133	5.36959	35.4	56.3
k105_242499	1	2801	175	2794	99.7501	5.70154	35.2	55.6
k105_106842	1	10975	578	10811	98.5057	5.0913	35.2	58.4
k105_265397	1	3997	172	3778	94.5209	4.05079	35	55.9
k105_84433	1	11961	683	11620	97.1491	5.29705	35.3	55.2
k105_243333	1	2604	193	2588	99.3856	6.59985	35	52.7
k105_175404	1	3177	169	3175	99.937	5.14007	35.3	57.5
k105_62837	1	3707	163	3527	95.1443	4.19665	35.3	56.6
k105_333677	1	12720	1071	12611	99.1431	7.23208	35.5	50.3
k105_310646	1	8052	638	7892	98.0129	7.11066	35.4	54.2
k105_108124	1	3925	825	3805	96.9427	12.4015	34.7	30.1
k105_221019	1	10827	566	10618	98.0696	5.00748	35.2	57.5
k105_63270	1	5136	378	4969	96.7484	6.28057	35.3	55.6
k105_289632	1	16942	1207	16761	98.9316	6.5494	35.2	54.6
k105_198919	1	5237	330	5237	100	6.12087	35.2	58.3
k105_85385	1	9144	389	8695	95.0897	4.11133	35.6	56.3
k105_266730	1	4916	209	4491	91.3548	3.91782	34.9	57.9
k105_108558	1	28650	1589	28423	99.2077	5.29651	35.2	56.8
k105_334609	1	3120	144	3077	98.6218	4.28686	35.6	54.3
k105_221366	1	16566	924	16030	96.7645	5.07847	35.2	55
k105_290154	1	11007	539	10759	97.7469	4.63968	35	57.1
k105_64294	1	2760	150	2729	98.8768	5.14601	35.2	57.3
k105_109228	1	7593	273	6856	90.2937	3.4167	35.2	59.2
k105_221976	1	10723	500	10492	97.8458	4.56878	35.2	59.5
k105_267466	1	9671	475	9235	95.4917	4.66415	35.1	56.7
k105_177232	1	7054	314	6805	96.4701	4.39509	35.8	59.5
k105_86549	1	10669	681	10536	98.7534	5.89165	35.3	56.3
k105_222287	1	4080	209	3990	97.7941	4.87255	35	56.4
k105_245183	1	6414	374	6209	96.8039	5.40661	35.5	55.2
k105_291131	1	2621	158	2621	100	5.75544	35	58.2
k105_359112	1	21030	1104	20631	98.1027	4.966	35.1	56.7
k105_65156	1	9482	456	9123	96.2139	4.44695	35.5	56.9
k105_222618	1	4442	263	4350	97.9289	5.5466	34.9	57.2
k105_110207	1	22168	1165	21885	98.7234	4.9548	35.1	56.4
k105_245772	1	4016	120	3817	95.0448	2.90065	35.3	59.3
k105_177976	1	23059	1135	22681	98.3607	4.68164	35	57.6
k105_132327	1	15420	825	15259	98.9559	5.03158	35	56.5
k105_132345	1	10096	554	10066	99.7029	5.19463	35.1	56.7
k105_65914	1	4367	197	4178	95.6721	4.27708	35.4	57.6
k105_246022	1	2599	124	2465	94.8442	4.52328	35.2	55.9
k105_292149	1	10630	431	10428	98.0997	3.89981	35.4	58.7
k105_292190	1	6431	365	6323	98.3206	5.32001	35.1	58
k105_132599	1	17213	971	16779	97.4786	5.36327	35	55.7
k105_292283	1	5741	408	5508	95.9415	6.12733	35.6	57.7
k105_110857	1	19019	1009	18860	99.164	5.11068	35	57.2
k105_132771	1	2733	107	2575	94.2188	3.77314	34.7	57.5
k105_132899	1	12237	611	12142	99.2237	4.78312	35.2	57.8
k105_132910	1	6953	561	6851	98.533	7.08773	35.1	56.1
k105_268947	1	3557	165	3445	96.8513	4.47371	35.2	56.9
k105_269052	1	3626	174	3575	98.5935	4.68891	35	57.3
k105_111331	1	18399	748	17796	96.7226	3.90086	35.2	57.9
k105_88232	1	13302	683	13044	98.0604	4.87355	35.5	56.2
k105_178810	1	4127	136	3752	90.9135	3.13787	34.8	60
k105_133254	1	2686	141	2653	98.7714	5.02197	34.9	55.7
k105_178879	1	4776	213	4643	97.2152	4.35741	35.3	57.6
k105_178897	1	8872	604	8743	98.546	6.09806	35.2	56.4
k105_247066	1	3921	183	3760	95.8939	4.55624	35.4	57.1
k105_111640	1	2760	242	2736	99.1304	6.87536	35.4	54.5
k105_224252	1	3175	171	3149	99.1811	5.06047	35	56.4
k105_247304	1	5068	411	4797	94.6527	5.62096	35.7	57.2
k105_247424	1	21388	1346	20920	97.8119	5.76356	35.1	56.3
k105_112071	1	5077	311	4921	96.9273	5.6106	35.1	57.5
k105_112151	1	3691	226	3683	99.7833	5.69412	35.1	57.6
k105_67332	1	10329	602	10307	99.787	5.52251	35.1	55.9
k105_22488	1	11660	651	11366	97.4786	5.26741	35.4	55.7
k105_180163	1	25574	1455	25299	98.9247	5.38789	35.1	55.6
k105_157804	1	6713	333	6584	98.0784	4.68032	35.1	56.7
k105_180166	1	5749	331	5485	95.4079	5.27848	35.2	56.6
k105_135266	1	8929	410	8739	97.8721	4.46993	34.9	58.8
